Day;Date;Channel;"Rosewood Sand Hill";"Garden Court Hotel";"Nobu Hotel Epiphany Palo Alto";"Stanford Park Hotel";"Westin Palo Alto";"Pullman San Francisco Bay";los1;﻿Day;Date;Channel;"Rosewood Sand Hill";"Garden Court Hotel";"Nobu Hotel Epiphany Palo Alto";"Stanford Park Hotel";"Westin Palo Alto";"Pullman San Francisco Bay";los3
Fri;3/29/2019;Booking.com;465;309;409;179;365;143;1;Fri;3/29/2019;Booking.com;478;382;489;259;314;141;3
Fri;3/29/2019;Expedia;465;263;409;179;356;143;1;Fri;3/29/2019;Brand.com;397;"No data";298;234;"No data";141;3
Fri;3/29/2019;Expedia;465;263;409;179;356;143;1;Fri;3/29/2019;Booking.com;478;382;489;259;314;141;3
Fri;3/29/2019;GDS;465;309;309;179;356;143;1;Fri;3/29/2019;Brand.com;397;"No data";298;234;"No data";141;3
Fri;3/29/2019;GDS;465;309;309;179;356;143;1;Fri;3/29/2019;Booking.com;478;382;489;259;314;141;3
Sat;3/30/2019;Brand.com;465;309;309;154;"No data";143;1;Sat;3/30/2019;Brand.com;655;"No data";519;367;"No data";270;3
Sat;3/30/2019;Brand.com;465;309;309;154;"No data";143;1;Sat;3/30/2019;Booking.com;562;522;636;392;413;289;3
Sat;3/30/2019;Booking.com;465;309;359;179;263;143;1;Sat;3/30/2019;Brand.com;655;"No data";519;367;"No data";270;3
Sat;3/30/2019;Booking.com;465;309;359;179;263;143;1;Sat;3/30/2019;Booking.com;562;522;636;392;413;289;3
Sat;3/30/2019;Expedia;465;263;359;179;263;143;1;Sat;3/30/2019;Brand.com;655;"No data";519;367;"No data";270;3
Sat;3/30/2019;Expedia;465;263;359;179;263;143;1;Sat;3/30/2019;Booking.com;562;522;636;392;413;289;3
Sat;3/30/2019;GDS;465;309;309;179;263;143;1;Sat;3/30/2019;Brand.com;655;"No data";519;367;"No data";270;3
Sat;3/30/2019;GDS;465;309;309;179;263;143;1;Sat;3/30/2019;Booking.com;562;522;636;392;413;289;3
Sun;3/31/2019;Brand.com;505;529;499;394;"No data";161;1;Sun;3/31/2019;Brand.com;685;"No data";682;511;"No data";412;3
Sun;3/31/2019;Brand.com;505;529;499;394;"No data";161;1;Sun;3/31/2019;Booking.com;695;709;799;536;586;442;3
Sun;3/31/2019;Booking.com;505;529;699;419;314;161;1;Sun;3/31/2019;Brand.com;685;"No data";682;511;"No data";412;3
Sun;3/31/2019;Booking.com;505;529;699;419;314;161;1;Sun;3/31/2019;Booking.com;695;709;799;536;586;442;3
Sun;3/31/2019;Expedia;505;450;699;419;314;161;1;Sun;3/31/2019;Brand.com;685;"No data";682;511;"No data";412;3
Sun;3/31/2019;Expedia;505;450;699;419;314;161;1;Sun;3/31/2019;Booking.com;695;709;799;536;586;442;3
Sun;3/31/2019;GDS;505;529;499;419;314;161;1;Sun;3/31/2019;Brand.com;685;"No data";682;511;"No data";412;3
Sun;3/31/2019;GDS;505;529;499;419;314;161;1;Sun;3/31/2019;Booking.com;695;709;799;536;586;442;3
Mon;4/1/2019;Brand.com;715;583;699;554;"No data";489;1;Mon;4/1/2019;Brand.com;805;"No data";799;574;"No data";510;3
Mon;4/1/2019;Brand.com;715;583;699;554;"No data";489;1;Mon;4/1/2019;Booking.com;825;822;849;599;747;492;3
Mon;4/1/2019;Booking.com;715;729;849;579;662;529;1;Mon;4/1/2019;Brand.com;805;"No data";799;574;"No data";510;3
Mon;4/1/2019;Booking.com;715;729;849;579;662;529;1;Mon;4/1/2019;Booking.com;825;822;849;599;747;492;3
Mon;4/1/2019;Expedia;715;620;849;579;645;489;1;Mon;4/1/2019;Brand.com;805;"No data";799;574;"No data";510;3
Mon;4/1/2019;Expedia;715;620;849;579;645;489;1;Mon;4/1/2019;Booking.com;825;822;849;599;747;492;3
Mon;4/1/2019;GDS;715;729;699;579;620;489;1;Mon;4/1/2019;Brand.com;805;"No data";799;574;"No data";510;3
Mon;4/1/2019;GDS;715;729;699;579;620;489;1;Mon;4/1/2019;Booking.com;825;822;849;599;747;492;3
Tue;4/2/2019;Brand.com;865;695;LOS3;624;"No data";LOS2;1;Tue;4/2/2019;Brand.com;775;"No data";749;551;"No data";435;3
Tue;4/2/2019;Brand.com;865;695;LOS3;624;"No data";LOS2;1;Tue;4/2/2019;Booking.com;742;789;816;576;713;399;3
Tue;4/2/2019;Booking.com;865;869;LOS3;649;781;LOS2;1;Tue;4/2/2019;Brand.com;775;"No data";749;551;"No data";435;3
Tue;4/2/2019;Booking.com;865;869;LOS3;649;781;LOS2;1;Tue;4/2/2019;Booking.com;742;789;816;576;713;399;3
Tue;4/2/2019;Expedia;865;739;"Sold out";649;764;"Sold out";1;Tue;4/2/2019;Brand.com;775;"No data";749;551;"No data";435;3
Tue;4/2/2019;Expedia;865;739;"Sold out";649;764;"Sold out";1;Tue;4/2/2019;Booking.com;742;789;816;576;713;399;3
Tue;4/2/2019;GDS;865;869;"Sold out";649;764;"Sold out";1;Tue;4/2/2019;Brand.com;775;"No data";749;551;"No data";435;3
Tue;4/2/2019;GDS;865;869;"Sold out";649;764;"Sold out";1;Tue;4/2/2019;Booking.com;742;789;816;576;713;399;3
Wed;4/3/2019;Brand.com;895;695;LOS3;624;"No data";440;1;Wed;4/3/2019;Brand.com;417;"No data";566;431;"No data";271;3
Wed;4/3/2019;Brand.com;895;695;LOS3;624;"No data";440;1;Wed;4/3/2019;Booking.com;608;602;669;456;586;215;3
Wed;4/3/2019;Booking.com;895;869;LOS3;649;939;296;1;Wed;4/3/2019;Brand.com;417;"No data";566;431;"No data";271;3
Wed;4/3/2019;Booking.com;895;869;LOS3;649;939;296;1;Wed;4/3/2019;Booking.com;608;602;669;456;586;215;3
Wed;4/3/2019;Expedia;945;739;"Sold out";649;798;440;1;Wed;4/3/2019;Brand.com;417;"No data";566;431;"No data";271;3
Wed;4/3/2019;Expedia;945;739;"Sold out";649;798;440;1;Wed;4/3/2019;Booking.com;608;602;669;456;586;215;3
Wed;4/3/2019;GDS;895;869;"Sold out";649;798;440;1;Wed;4/3/2019;Brand.com;417;"No data";566;431;"No data";271;3
Wed;4/3/2019;GDS;895;869;"Sold out";649;798;440;1;Wed;4/3/2019;Booking.com;608;602;669;456;586;215;3
Thu;4/4/2019;Brand.com;465;503;599;484;"No data";251;1;Thu;4/4/2019;Brand.com;417;"No data";386;301;"No data";169;3
Thu;4/4/2019;Brand.com;465;503;599;484;"No data";251;1;Thu;4/4/2019;Booking.com;478;416;496;326;305;149;3
Thu;4/4/2019;Booking.com;465;629;749;509;654;224;1;Thu;4/4/2019;Brand.com;417;"No data";386;301;"No data";169;3
Thu;4/4/2019;Booking.com;465;629;749;509;654;224;1;Thu;4/4/2019;Booking.com;478;416;496;326;305;149;3
Thu;4/4/2019;Expedia;465;535;749;509;649;251;1;Thu;4/4/2019;Brand.com;417;"No data";386;301;"No data";169;3
Thu;4/4/2019;Expedia;465;535;749;509;649;251;1;Thu;4/4/2019;Booking.com;478;416;496;326;305;149;3
Thu;4/4/2019;GDS;465;629;599;509;484;251;1;Thu;4/4/2019;Brand.com;417;"No data";386;301;"No data";169;3
Thu;4/4/2019;GDS;465;629;599;509;484;251;1;Thu;4/4/2019;Booking.com;478;416;496;326;305;149;3
Fri;4/5/2019;Brand.com;465;247;249;214;"No data";143;1;Fri;4/5/2019;Brand.com;417;"No data";386;291;"No data";155;3
Fri;4/5/2019;Brand.com;465;247;249;214;"No data";143;1;Fri;4/5/2019;Booking.com;552;382;496;316;271;144;3
Fri;4/5/2019;Booking.com;465;309;409;239;212;125;1;Fri;4/5/2019;Brand.com;417;"No data";386;291;"No data";155;3
Fri;4/5/2019;Booking.com;465;309;409;239;212;125;1;Fri;4/5/2019;Booking.com;552;382;496;316;271;144;3
Fri;4/5/2019;Expedia;465;263;409;239;220;143;1;Fri;4/5/2019;Brand.com;417;"No data";386;291;"No data";155;3
Fri;4/5/2019;Expedia;465;263;409;239;220;143;1;Fri;4/5/2019;Booking.com;552;382;496;316;271;144;3
Fri;4/5/2019;GDS;465;309;249;239;220;143;1;Fri;4/5/2019;Brand.com;417;"No data";386;291;"No data";155;3
Fri;4/5/2019;GDS;465;309;249;239;220;143;1;Fri;4/5/2019;Booking.com;552;382;496;316;271;144;3
Sat;4/6/2019;Brand.com;505;247;309;154;"No data";143;1;Sat;4/6/2019;Brand.com;477;"No data";636;387;"No data";299;3
Sat;4/6/2019;Brand.com;505;247;309;154;"No data";143;1;Sat;4/6/2019;Booking.com;745;522;626;412;494;299;3
Sat;4/6/2019;Booking.com;505;309;329;179;220;125;1;Sat;4/6/2019;Brand.com;477;"No data";636;387;"No data";299;3
Sat;4/6/2019;Booking.com;505;309;329;179;220;125;1;Sat;4/6/2019;Booking.com;745;522;626;412;494;299;3
Sat;4/6/2019;Expedia;505;263;329;179;220;143;1;Sat;4/6/2019;Brand.com;477;"No data";636;387;"No data";299;3
Sat;4/6/2019;Expedia;505;263;329;179;220;143;1;Sat;4/6/2019;Booking.com;745;522;626;412;494;299;3
Sat;4/6/2019;GDS;505;309;309;179;220;143;1;Sat;4/6/2019;Brand.com;477;"No data";636;387;"No data";299;3
Sat;4/6/2019;GDS;505;309;309;179;220;143;1;Sat;4/6/2019;Booking.com;745;522;626;412;494;299;3
Sun;4/7/2019;Brand.com;655;423;599;454;"No data";206;1;Sun;4/7/2019;Brand.com;865;"No data";832;531;"No data";455;3
Sun;4/7/2019;Brand.com;655;423;599;454;"No data";206;1;Sun;4/7/2019;Booking.com;875;709;799;556;670;459;3
Sun;4/7/2019;Booking.com;685;529;749;479;382;206;1;Sun;4/7/2019;Brand.com;865;"No data";832;531;"No data";455;3
Sun;4/7/2019;Booking.com;685;529;749;479;382;206;1;Sun;4/7/2019;Booking.com;875;709;799;556;670;459;3
Sun;4/7/2019;Expedia;655;450;749;479;382;206;1;Sun;4/7/2019;Brand.com;865;"No data";832;531;"No data";455;3
Sun;4/7/2019;Expedia;655;450;749;479;382;206;1;Sun;4/7/2019;Booking.com;875;709;799;556;670;459;3
Sun;4/7/2019;GDS;655;529;599;479;382;206;1;Sun;4/7/2019;Brand.com;865;"No data";832;531;"No data";455;3
Sun;4/7/2019;GDS;655;529;599;479;382;206;1;Sun;4/7/2019;Booking.com;875;709;799;556;670;459;3
Mon;4/8/2019;Brand.com;865;583;999;554;"No data";529;1;Mon;4/8/2019;Brand.com;895;"No data";899;574;"No data";559;3
Mon;4/8/2019;Brand.com;865;583;999;554;"No data";529;1;Mon;4/8/2019;Booking.com;1,095;822;849;599;743;559;3
Mon;4/8/2019;Booking.com;945;729;799;579;973;529;1;Mon;4/8/2019;Brand.com;895;"No data";899;574;"No data";559;3
Mon;4/8/2019;Booking.com;945;729;799;579;973;529;1;Mon;4/8/2019;Booking.com;1,095;822;849;599;743;559;3
Mon;4/8/2019;Expedia;865;620;799;579;1,175;529;1;Mon;4/8/2019;Brand.com;895;"No data";899;574;"No data";559;3
Mon;4/8/2019;Expedia;865;620;799;579;1,175;529;1;Mon;4/8/2019;Booking.com;1,095;822;849;599;743;559;3
Mon;4/8/2019;GDS;865;729;999;579;829;529;1;Mon;4/8/2019;Brand.com;895;"No data";899;574;"No data";559;3
Mon;4/8/2019;GDS;865;729;999;579;829;529;1;Mon;4/8/2019;Booking.com;1,095;822;849;599;743;559;3
Tue;4/9/2019;Brand.com;895;695;LOS3;664;"No data";LOS2;1;Tue;4/9/2019;Brand.com;895;"No data";782;551;"No data";496;3
Tue;4/9/2019;Brand.com;895;695;LOS3;664;"No data";LOS2;1;Tue;4/9/2019;Booking.com;1,095;789;832;576;640;502;3
Tue;4/9/2019;Booking.com;895;869;LOS3;689;747;LOS2;1;Tue;4/9/2019;Brand.com;895;"No data";782;551;"No data";496;3
Tue;4/9/2019;Booking.com;895;869;LOS3;689;747;LOS2;1;Tue;4/9/2019;Booking.com;1,095;789;832;576;640;502;3
Tue;4/9/2019;Expedia;895;739;"Sold out";689;747;"Sold out";1;Tue;4/9/2019;Brand.com;895;"No data";782;551;"No data";496;3
Tue;4/9/2019;Expedia;895;739;"Sold out";689;747;"Sold out";1;Tue;4/9/2019;Booking.com;1,095;789;832;576;640;502;3
Tue;4/9/2019;GDS;895;869;"Sold out";689;747;"Sold out";1;Tue;4/9/2019;Brand.com;895;"No data";782;551;"No data";496;3
Tue;4/9/2019;GDS;895;869;"Sold out";689;747;"Sold out";1;Tue;4/9/2019;Booking.com;1,095;789;832;576;640;502;3
Wed;4/10/2019;Brand.com;895;695;LOS3;584;"No data";559;1;Wed;4/10/2019;Brand.com;865;"No data";586;407;"No data";369;3
Wed;4/10/2019;Brand.com;895;695;LOS3;584;"No data";559;1;Wed;4/10/2019;Booking.com;952;602;686;432;478;362;3
Wed;4/10/2019;Booking.com;895;869;LOS3;609;603;559;1;Wed;4/10/2019;Brand.com;865;"No data";586;407;"No data";369;3
Wed;4/10/2019;Booking.com;895;869;LOS3;609;603;559;1;Wed;4/10/2019;Booking.com;952;602;686;432;478;362;3
Wed;4/10/2019;Expedia;895;739;"Sold out";609;603;559;1;Wed;4/10/2019;Brand.com;865;"No data";586;407;"No data";369;3
Wed;4/10/2019;Expedia;895;739;"Sold out";609;603;559;1;Wed;4/10/2019;Booking.com;952;602;686;432;478;362;3
Wed;4/10/2019;GDS;895;869;"Sold out";609;603;559;1;Wed;4/10/2019;Brand.com;865;"No data";586;407;"No data";369;3
Wed;4/10/2019;GDS;895;869;"Sold out";609;603;559;1;Wed;4/10/2019;Booking.com;952;602;686;432;478;362;3
Thu;4/11/2019;Brand.com;805;503;649;484;"No data";323;1;Thu;4/11/2019;Brand.com;477;"No data";422;264;"No data";198;3
Thu;4/11/2019;Brand.com;805;503;649;484;"No data";323;1;Thu;4/11/2019;Booking.com;692;416;496;289;348;191;3
Thu;4/11/2019;Booking.com;945;629;749;509;569;323;1;Thu;4/11/2019;Brand.com;477;"No data";422;264;"No data";198;3
Thu;4/11/2019;Booking.com;945;629;749;509;569;323;1;Thu;4/11/2019;Booking.com;692;416;496;289;348;191;3
Thu;4/11/2019;Expedia;805;535;749;509;569;323;1;Thu;4/11/2019;Brand.com;477;"No data";422;264;"No data";198;3
Thu;4/11/2019;Expedia;805;535;749;509;569;323;1;Thu;4/11/2019;Booking.com;692;416;496;289;348;191;3
Thu;4/11/2019;GDS;840;629;649;509;569;323;1;Thu;4/11/2019;Brand.com;477;"No data";422;264;"No data";198;3
Thu;4/11/2019;GDS;840;629;649;509;569;323;1;Thu;4/11/2019;Booking.com;692;416;496;289;348;191;3
Fri;4/12/2019;Brand.com;465;247;309;154;"No data";143;1;Fri;4/12/2019;Brand.com;437;"No data";372;304;"No data";155;3
Fri;4/12/2019;Brand.com;465;247;309;154;"No data";143;1;Fri;4/12/2019;Booking.com;532;382;496;329;362;144;3
Fri;4/12/2019;Booking.com;465;309;409;179;369;125;1;Fri;4/12/2019;Brand.com;437;"No data";372;304;"No data";155;3
Fri;4/12/2019;Booking.com;465;309;409;179;369;125;1;Fri;4/12/2019;Booking.com;532;382;496;329;362;144;3
Fri;4/12/2019;Expedia;465;263;409;179;263;143;1;Fri;4/12/2019;Brand.com;437;"No data";372;304;"No data";155;3
Fri;4/12/2019;Expedia;465;263;409;179;263;143;1;Fri;4/12/2019;Booking.com;532;382;496;329;362;144;3
Fri;4/12/2019;GDS;465;309;309;179;263;143;1;Fri;4/12/2019;Brand.com;437;"No data";372;304;"No data";155;3
Fri;4/12/2019;GDS;465;309;309;179;263;143;1;Fri;4/12/2019;Booking.com;532;382;496;329;362;144;3
Sat;4/13/2019;Brand.com;565;247;309;154;"No data";143;1;Sat;4/13/2019;Brand.com;590;"No data";586;527;"No data";311;3
Sat;4/13/2019;Brand.com;565;247;309;154;"No data";143;1;Sat;4/13/2019;Booking.com;875;522;626;552;501;268;3
Sat;4/13/2019;Booking.com;565;329;329;179;309;125;1;Sat;4/13/2019;Brand.com;590;"No data";586;527;"No data";311;3
Sat;4/13/2019;Booking.com;565;329;329;179;309;125;1;Sat;4/13/2019;Booking.com;875;522;626;552;501;268;3
Sat;4/13/2019;Expedia;565;263;329;179;212;143;1;Sat;4/13/2019;Brand.com;590;"No data";586;527;"No data";311;3
Sat;4/13/2019;Expedia;565;263;329;179;212;143;1;Sat;4/13/2019;Booking.com;875;522;626;552;501;268;3
Sat;4/13/2019;GDS;565;309;309;179;212;143;1;Sat;4/13/2019;Brand.com;590;"No data";586;527;"No data";311;3
Sat;4/13/2019;GDS;565;309;309;179;212;143;1;Sat;4/13/2019;Booking.com;875;522;626;552;501;268;3
Sun;4/14/2019;Brand.com;565;423;499;524;"No data";206;1;Sun;4/14/2019;Brand.com;1,065;"No data";782;671;"No data";445;3
Sun;4/14/2019;Brand.com;565;423;499;524;"No data";206;1;Sun;4/14/2019;Booking.com;985;709;799;696;638;386;3
Sun;4/14/2019;Booking.com;565;529;749;549;549;206;1;Sun;4/14/2019;Brand.com;1,065;"No data";782;671;"No data";445;3
Sun;4/14/2019;Booking.com;565;529;749;549;549;206;1;Sun;4/14/2019;Booking.com;985;709;799;696;638;386;3
Sun;4/14/2019;Expedia;565;450;749;549;314;206;1;Sun;4/14/2019;Brand.com;1,065;"No data";782;671;"No data";445;3
Sun;4/14/2019;Expedia;565;450;749;549;314;206;1;Sun;4/14/2019;Booking.com;985;709;799;696;638;386;3
Sun;4/14/2019;GDS;565;529;499;549;314;206;1;Sun;4/14/2019;Brand.com;1,065;"No data";782;671;"No data";445;3
Sun;4/14/2019;GDS;565;529;499;549;314;206;1;Sun;4/14/2019;Booking.com;985;709;799;696;638;386;3
Mon;4/15/2019;Brand.com;1,095;583;949;864;"No data";531;1;Mon;4/15/2019;Brand.com;1,095;"No data";882;691;"No data";518;3
Mon;4/15/2019;Brand.com;1,095;583;949;864;"No data";531;1;Mon;4/15/2019;Booking.com;1,095;822;832;716;644;449;3
Mon;4/15/2019;Booking.com;1,095;729;799;889;925;427;1;Mon;4/15/2019;Brand.com;1,095;"No data";882;691;"No data";518;3
Mon;4/15/2019;Booking.com;1,095;729;799;889;925;427;1;Mon;4/15/2019;Booking.com;1,095;822;832;716;644;449;3
Mon;4/15/2019;Expedia;1,095;620;799;889;"Sold out";531;1;Mon;4/15/2019;Brand.com;1,095;"No data";882;691;"No data";518;3
Mon;4/15/2019;Expedia;1,095;620;799;889;"Sold out";531;1;Mon;4/15/2019;Booking.com;1,095;822;832;716;644;449;3
Mon;4/15/2019;GDS;1,095;729;949;889;725;531;1;Mon;4/15/2019;Brand.com;1,095;"No data";882;691;"No data";518;3
Mon;4/15/2019;GDS;1,095;729;949;889;725;531;1;Mon;4/15/2019;Booking.com;1,095;822;832;716;644;449;3
Tue;4/16/2019;Brand.com;1,095;695;LOS3;584;"No data";559;1;Tue;4/16/2019;Brand.com;1,035;"No data";782;551;"No data";439;3
Tue;4/16/2019;Brand.com;1,095;695;LOS3;584;"No data";559;1;Tue;4/16/2019;Booking.com;1,015;789;816;576;563;402;3
Tue;4/16/2019;Booking.com;1,095;869;LOS3;609;713;449;1;Tue;4/16/2019;Brand.com;1,035;"No data";782;551;"No data";439;3
Tue;4/16/2019;Booking.com;1,095;869;LOS3;609;713;449;1;Tue;4/16/2019;Booking.com;1,015;789;816;576;563;402;3
Tue;4/16/2019;Expedia;1,095;739;"Sold out";609;688;559;1;Tue;4/16/2019;Brand.com;1,035;"No data";782;551;"No data";439;3
Tue;4/16/2019;Expedia;1,095;739;"Sold out";609;688;559;1;Tue;4/16/2019;Booking.com;1,015;789;816;576;563;402;3
Tue;4/16/2019;GDS;1,095;869;"Sold out";609;688;559;1;Tue;4/16/2019;Brand.com;1,035;"No data";782;551;"No data";439;3
Tue;4/16/2019;GDS;1,095;869;"Sold out";609;688;559;1;Tue;4/16/2019;Booking.com;1,015;789;816;576;563;402;3
Wed;4/17/2019;Brand.com;895;695;LOS3;624;"No data";413;1;Wed;4/17/2019;Brand.com;595;"No data";566;407;"No data";253;3
Wed;4/17/2019;Brand.com;895;695;LOS3;624;"No data";413;1;Wed;4/17/2019;Booking.com;672;602;669;432;382;248;3
Wed;4/17/2019;Booking.com;895;869;LOS3;649;603;377;1;Wed;4/17/2019;Brand.com;595;"No data";566;407;"No data";253;3
Wed;4/17/2019;Booking.com;895;869;LOS3;649;603;377;1;Wed;4/17/2019;Booking.com;672;602;669;432;382;248;3
Wed;4/17/2019;Expedia;895;739;"Sold out";649;603;413;1;Wed;4/17/2019;Brand.com;595;"No data";566;407;"No data";253;3
Wed;4/17/2019;Expedia;895;739;"Sold out";649;603;413;1;Wed;4/17/2019;Booking.com;672;602;669;432;382;248;3
Wed;4/17/2019;GDS;895;869;"Sold out";649;603;413;1;Wed;4/17/2019;Brand.com;595;"No data";566;407;"No data";253;3
Wed;4/17/2019;GDS;895;869;"Sold out";649;603;413;1;Wed;4/17/2019;Booking.com;672;602;669;432;382;248;3
Thu;4/18/2019;Brand.com;655;503;649;484;"No data";251;1;Thu;4/18/2019;Brand.com;417;"No data";382;264;"No data";152;3
Thu;4/18/2019;Brand.com;655;503;649;484;"No data";251;1;Thu;4/18/2019;Booking.com;528;416;496;289;243;152;3
Thu;4/18/2019;Booking.com;655;629;749;509;373;251;1;Thu;4/18/2019;Brand.com;417;"No data";382;264;"No data";152;3
Thu;4/18/2019;Booking.com;655;629;749;509;373;251;1;Thu;4/18/2019;Booking.com;528;416;496;289;243;152;3
Thu;4/18/2019;Expedia;655;535;749;509;373;251;1;Thu;4/18/2019;Brand.com;417;"No data";382;264;"No data";152;3
Thu;4/18/2019;Expedia;655;535;749;509;373;251;1;Thu;4/18/2019;Booking.com;528;416;496;289;243;152;3
Thu;4/18/2019;GDS;655;629;649;509;373;251;1;Thu;4/18/2019;Brand.com;417;"No data";382;264;"No data";152;3
Thu;4/18/2019;GDS;655;629;649;509;373;251;1;Thu;4/18/2019;Booking.com;528;416;496;289;243;152;3
Fri;4/19/2019;Brand.com;465;247;249;154;"No data";116;1;Fri;4/19/2019;Brand.com;437;"No data";299;204;"No data";110;3
Fri;4/19/2019;Brand.com;465;247;249;154;"No data";116;1;Fri;4/19/2019;Booking.com;465;382;496;229;200;110;3
Fri;4/19/2019;Booking.com;465;309;409;179;169;116;1;Fri;4/19/2019;Brand.com;437;"No data";299;204;"No data";110;3
Fri;4/19/2019;Booking.com;465;309;409;179;169;116;1;Fri;4/19/2019;Booking.com;465;382;496;229;200;110;3
Fri;4/19/2019;Expedia;465;263;409;179;169;116;1;Fri;4/19/2019;Brand.com;437;"No data";299;204;"No data";110;3
Fri;4/19/2019;Expedia;465;263;409;179;169;116;1;Fri;4/19/2019;Booking.com;465;382;496;229;200;110;3
Fri;4/19/2019;GDS;465;309;249;179;169;116;1;Fri;4/19/2019;Brand.com;437;"No data";299;204;"No data";110;3
Fri;4/19/2019;GDS;465;309;249;179;169;116;1;Fri;4/19/2019;Booking.com;465;382;496;229;200;110;3
Sat;4/20/2019;Brand.com;465;247;249;154;"No data";116;1;Sat;4/20/2019;Brand.com;457;"No data";466;304;"No data";129;3
Sat;4/20/2019;Brand.com;465;247;249;154;"No data";116;1;Sat;4/20/2019;Booking.com;558;522;626;329;311;129;3
Sat;4/20/2019;Booking.com;465;309;329;179;212;116;1;Sat;4/20/2019;Brand.com;457;"No data";466;304;"No data";129;3
Sat;4/20/2019;Booking.com;465;309;329;179;212;116;1;Sat;4/20/2019;Booking.com;558;522;626;329;311;129;3
Sat;4/20/2019;Expedia;465;263;329;179;186;116;1;Sat;4/20/2019;Brand.com;457;"No data";466;304;"No data";129;3
Sat;4/20/2019;Expedia;465;263;329;179;186;116;1;Sat;4/20/2019;Booking.com;558;522;626;329;311;129;3
Sat;4/20/2019;GDS;465;309;249;179;186;116;1;Sat;4/20/2019;Brand.com;457;"No data";466;304;"No data";129;3
Sat;4/20/2019;GDS;465;309;249;179;186;116;1;Sat;4/20/2019;Booking.com;558;522;626;329;311;129;3
Sun;4/21/2019;Brand.com;465;423;399;304;"No data";116;1;Sun;4/21/2019;Brand.com;685;"No data";649;427;"No data";210;3
Sun;4/21/2019;Brand.com;465;423;399;304;"No data";116;1;Sun;4/21/2019;Booking.com;632;709;816;452;514;197;3
Sun;4/21/2019;Booking.com;465;529;749;329;289;116;1;Sun;4/21/2019;Brand.com;685;"No data";649;427;"No data";210;3
Sun;4/21/2019;Booking.com;465;529;749;329;289;116;1;Sun;4/21/2019;Booking.com;632;709;816;452;514;197;3
Sun;4/21/2019;Expedia;465;450;749;329;246;116;1;Sun;4/21/2019;Brand.com;685;"No data";649;427;"No data";210;3
Sun;4/21/2019;Expedia;465;450;749;329;246;116;1;Sun;4/21/2019;Booking.com;632;709;816;452;514;197;3
Sun;4/21/2019;GDS;465;529;399;329;246;116;1;Sun;4/21/2019;Brand.com;685;"No data";649;427;"No data";210;3
Sun;4/21/2019;GDS;465;529;399;329;246;116;1;Sun;4/21/2019;Booking.com;632;709;816;452;514;197;3
Mon;4/22/2019;Brand.com;745;583;799;454;"No data";179;1;Mon;4/22/2019;Brand.com;685;"No data";782;501;"No data";305;3
Mon;4/22/2019;Brand.com;745;583;799;454;"No data";179;1;Mon;4/22/2019;Booking.com;705;822;849;526;730;257;3
Mon;4/22/2019;Booking.com;745;729;799;479;699;179;1;Mon;4/22/2019;Brand.com;685;"No data";782;501;"No data";305;3
Mon;4/22/2019;Booking.com;745;729;799;479;699;179;1;Mon;4/22/2019;Booking.com;705;822;849;526;730;257;3
Mon;4/22/2019;Expedia;795;620;799;479;699;179;1;Mon;4/22/2019;Brand.com;685;"No data";782;501;"No data";305;3
Mon;4/22/2019;Expedia;795;620;799;479;699;179;1;Mon;4/22/2019;Booking.com;705;822;849;526;730;257;3
Mon;4/22/2019;GDS;745;729;799;479;424;179;1;Mon;4/22/2019;Brand.com;685;"No data";782;501;"No data";305;3
Mon;4/22/2019;GDS;745;729;799;479;424;179;1;Mon;4/22/2019;Booking.com;705;822;849;526;730;257;3
Tue;4/23/2019;Brand.com;685;695;LOS3;524;"No data";350;1;Tue;4/23/2019;Brand.com;685;"No data";766;507;"No data";347;3
Tue;4/23/2019;Brand.com;685;695;LOS3;524;"No data";350;1;Tue;4/23/2019;Booking.com;675;789;949;532;615;281;3
Tue;4/23/2019;Booking.com;685;869;LOS3;549;785;296;1;Tue;4/23/2019;Brand.com;685;"No data";766;507;"No data";347;3
Tue;4/23/2019;Booking.com;685;869;LOS3;549;785;296;1;Tue;4/23/2019;Booking.com;675;789;949;532;615;281;3
Tue;4/23/2019;Expedia;685;739;"Sold out";549;785;350;1;Tue;4/23/2019;Brand.com;685;"No data";766;507;"No data";347;3
Tue;4/23/2019;Expedia;685;739;"Sold out";549;785;350;1;Tue;4/23/2019;Booking.com;675;789;949;532;615;281;3
Tue;4/23/2019;GDS;685;869;"Sold out";549;642;350;1;Tue;4/23/2019;Brand.com;685;"No data";766;507;"No data";347;3
Tue;4/23/2019;GDS;685;869;"Sold out";549;642;350;1;Tue;4/23/2019;Booking.com;675;789;949;532;615;281;3
Wed;4/24/2019;Brand.com;685;695;LOS3;524;"No data";395;1;Wed;4/24/2019;Brand.com;685;"No data";"Sold out";391;"No data";278;3
Wed;4/24/2019;Brand.com;685;695;LOS3;524;"No data";395;1;Wed;4/24/2019;Booking.com;645;602;999;416;491;230;3
Wed;4/24/2019;Booking.com;685;869;LOS3;549;785;296;1;Wed;4/24/2019;Brand.com;685;"No data";"Sold out";391;"No data";278;3
Wed;4/24/2019;Booking.com;685;869;LOS3;549;785;296;1;Wed;4/24/2019;Booking.com;645;602;999;416;491;230;3
Wed;4/24/2019;Expedia;685;739;"Sold out";549;785;395;1;Wed;4/24/2019;Brand.com;685;"No data";"Sold out";391;"No data";278;3
